CASENUM,VEH_NO,PSU,PSU_VAR,PSUSTRAT,REGION,REGIONNAME,URBANICITY,URBANICITYNAME,STRATUM,STRATUMNAME,PJ,WEIGHT,PVEHICLESF,PVEHICLESFNAME
202304736276,3,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4147,221.35366521,0,None Noted
202304736455,2,56,210,20,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,210,28.263752144,0,None Noted
202304736813,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304737172,2,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4154,210.86019124,0,None Noted
202304737484,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304737975,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,4,Stratum 4 - LMY PV Serious Injury,46,26.785767508,0,None Noted
202304738826,2,17,17,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1036,25.742687233,0,None Noted
202304738826,3,17,17,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1036,25.742687233,0,None Noted
202304739712,2,38,38,14,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,573,141.73654156,0,None Noted
202304739778,2,38,38,14,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,573,222.75232233,0,None Noted
202304739989,2,38,38,14,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,573,222.75232233,0,None Noted
202304740149,2,52,52,18,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,605,141.33421581,0,None Noted
202304741310,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,1078,225.61733964,0,None Noted
202304742001,1,58,58,6,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4143,213.68759167,0,None Noted
202304742230,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4152,25.3093039,0,None Noted
202304743274,2,64,64,23,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,307,63.49290832,0,None Noted
202304743274,3,64,64,23,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,307,63.49290832,0,None Noted
202304744987,2,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1484,26.030444758,0,None Noted
202304744987,3,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1484,26.030444758,0,None Noted
202304744987,4,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1484,26.030444758,0,None Noted
202304744987,5,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1484,26.030444758,0,None Noted
202304744987,6,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,1484,26.030444758,0,None Noted
202304745290,2,46,46,22,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,369,154.42550892,0,None Noted
202304745290,3,46,46,22,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,369,154.42550892,0,None Noted
202304745313,2,37,37,24,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,4136,24.918569519,0,None Noted
202304745313,3,37,37,24,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,4136,24.918569519,0,None Noted
202304746380,2,47,47,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4153,218.1275432,0,None Noted
202304747119,2,29,29,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,972,213.10675173,0,None Noted
202304747798,2,56,208,20,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,208,28.263752142,0,None Noted
202304747923,3,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4141,25.931244504,0,None Noted
202304748192,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,4,Stratum 4 - LMY PV Serious Injury,4152,10.694814761,0,None Noted
202304748269,2,14,14,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4155,218.0723707,0,None Noted
202304749522,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,1078,225.61733964,0,None Noted
202304750190,2,56,210,20,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,210,160.08175052,0,None Noted
202304750190,3,56,210,20,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,210,160.08175052,0,None Noted
202304751178,1,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,1098,161.81762223,0,None Noted
202304752086,2,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4139,23.42444426,0,None Noted
202304752176,2,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4142,222.0578669,0,None Noted
202304752512,2,64,64,23,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,10,Stratum 10 - Other,305,266.39102784,0,None Noted
202304753158,2,59,59,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4137,222.57657535,0,None Noted
202304755221,1,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4147,221.35366521,0,None Noted
202304755457,2,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4148,223.23894247,0,None Noted
202304755788,2,48,48,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,87,141.52948435,0,None Noted
202304758066,2,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4139,141.34570405,0,None Noted
202304759739,2,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,4144,129.60130146,0,None Noted
202304760198,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304760266,1,14,14,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4155,218.0723707,0,None Noted
202304760816,1,38,38,14,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,508,222.75232227,0,None Noted
202304760830,2,62,62,18,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,543,139.17241086,0,None Noted
202304762202,2,12,12,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4142,222.0578669,0,None Noted
202304763254,2,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,1482,23.58566305,0,None Noted
202304766485,3,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,4152,22.85254939,0,None Noted
202304766546,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,4152,154.57591643,0,None Noted
202304766561,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304767701,4,65,65,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4138,140.8455736,0,None Noted
202304768417,2,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4154,210.86019124,0,None Noted
202304768732,2,60,60,21,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,257,27.562321781,0,None Noted
202304768916,2,56,211,20,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,211,188.16697552,0,None Noted
202304768980,2,68,68,23,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4055,147.8958138,0,None Noted
202304771327,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4152,131.12772881,0,None Noted
202304771488,2,55,55,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,1075,24.30689005,0,None Noted
202304771488,3,55,55,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,1075,24.30689005,0,None Noted
202304771938,2,39,39,7,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,4154,153.46384112,0,None Noted
202304772588,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,138,217.74927367,0,None Noted
202304772611,2,70,70,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,46,26.785767508,0,None Noted
202304772763,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,1098,23.16973691,0,None Noted
202304773158,2,32,32,17,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,4145,132.26105527,0,None Noted
202304773319,2,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4148,223.23894247,0,None Noted
202304773465,2,14,14,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4155,218.0723707,0,None Noted
202304773563,2,41,41,22,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,10,Stratum 10 - Other,159,235.27627847,0,None Noted
202304773811,2,62,62,18,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,9,Stratum 9 - LMY PV No Injuries in Crash,567,139.17241087,0,None Noted
202304774207,2,17,17,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,1053,221.69415025,0,None Noted
202304774307,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304774355,2,49,49,21,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,4,Stratum 4 - LMY PV Serious Injury,267,11.88134007,0,None Noted
202304774532,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,4,Stratum 4 - LMY PV Serious Injury,1098,11.013411643,0,None Noted
202304774532,3,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,4,Stratum 4 - LMY PV Serious Injury,1098,11.013411643,0,None Noted
202304775212,2,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4147,221.35366521,0,None Noted
202304775707,2,58,58,6,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4143,25.131357339,0,None Noted
202304775707,3,58,58,6,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,5,Stratum 5 - NLMY PV Serious Injury,4143,25.131357339,0,None Noted
202304775991,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,3,Stratum 3 - Motorcycle Any Injury,4152,25.403662562,0,None Noted
202304776473,2,17,17,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,1053,141.29959397,0,None Noted
202304776688,2,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,1482,161.47884737,0,None Noted
202304777479,2,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,1484,141.40422388,0,None Noted
202304777653,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,1098,225.61733964,0,None Noted
202304778162,2,59,59,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,4137,222.57657535,0,None Noted
202304778546,2,28,28,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,4139,161.31012198,0,None Noted
202304780129,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,1098,141.1359637,0,None Noted
202304782002,2,44,44,25,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,7,Stratum 7 - M/H Truck or Bus,386,153.66682658,0,None Noted
202304782697,2,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,4144,213.71816658,0,None Noted
202304786024,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304786330,2,48,48,12,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,87,53.070005145,0,None Noted
202304786930,2,17,17,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,1053,162.73333299,0,None Noted
202304787767,2,38,38,14,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,509,222.75232232,0,None Noted
202304788061,3,62,62,18,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,5,Stratum 5 - NLMY PV Serious Injury,543,25.906462378,0,None Noted
202304788154,1,54,54,14,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,526,161.23982543,0,None Noted
202304789165,2,22,22,5,1,"Northeast (PA, NJ, NY, NH, VT, RI, MA, ME, CT)",2,Rural Area,10,Stratum 10 - Other,4149,222.74751596,0,None Noted
202304789771,1,35,35,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,4141,160.1814718,0,None Noted
202304790870,2,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,1481,141.40422384,0,None Noted
202304790951,2,33,33,11,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,1484,222.5406568,0,None Noted
202304791071,2,41,41,22,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,159,175.22403252,0,None Noted
202304791374,2,44,44,25,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,10,Stratum 10 - Other,378,215.53731289,0,None Noted
202304791470,2,44,44,25,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,8,Stratum 8 - NLMY PV Minor Injury,388,128.85764463,0,None Noted
202304792228,2,60,60,21,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,256,155.41241239,0,None Noted
202304792228,3,60,60,21,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,256,155.41241239,0,None Noted
202304792431,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,7,Stratum 7 - M/H Truck or Bus,1098,161.81762223,0,None Noted
202304792551,1,37,37,24,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,10,Stratum 10 - Other,4136,219.63447949,0,None Noted
202304792919,2,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4147,134.72857413,0,None Noted
202304792919,3,40,40,15,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4147,134.72857413,0,None Noted
202304793102,1,64,64,23,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,10,Stratum 10 - Other,305,266.39102784,0,None Noted
202304793648,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,10,Stratum 10 - Other,4152,216.86508996,0,None Noted
202304794014,2,44,44,25,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,10,Stratum 10 - Other,388,215.53731289,0,None Noted
202304794039,2,44,44,25,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",2,Rural Area,10,Stratum 10 - Other,388,215.53731289,0,None Noted
202304794141,2,46,46,22,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,338,154.42550897,0,None Noted
202304794393,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,1098,54.391954014,0,None Noted
202304794393,3,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,6,Stratum 6 - LMY PV Minor Injury,1098,54.391954014,0,None Noted
202304794492,2,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,4135,216.81106297,0,None Noted
202304794986,2,68,68,23,4,"West (MT, ID, WA, OR, CA, NV, NM, AZ, UT, CO, WY, AK, HI)",1,Urban Area,2,Stratum 2 - Not a MV Occupant Any Injury,295,34.654389749,0,None Noted
202304795212,2,58,58,6,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4143,130.03640335,0,None Noted
202304795212,3,58,58,6,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4143,130.03640335,0,None Noted
202304795212,4,58,58,6,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4143,130.03640335,0,None Noted
202304795443,2,67,67,8,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",1,Urban Area,8,Stratum 8 - NLMY PV Minor Injury,4152,131.12772881,0,None Noted
202304795485,2,47,47,9,2,"Midwest (OH, IN, IL, MI, WI, MN, ND, SD, NE, IA, MO, KS)",2,Rural Area,10,Stratum 10 - Other,4153,218.1275432,0,None Noted
202304796632,2,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,6,Stratum 6 - LMY PV Minor Injury,4144,52.157911527,0,None Noted
202304796632,3,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,6,Stratum 6 - LMY PV Minor Injury,4144,52.157911527,0,None Noted
202304796632,4,75,75,19,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,6,Stratum 6 - LMY PV Minor Injury,4144,52.157911527,0,None Noted
202304797242,2,83,83,13,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,9,Stratum 9 - LMY PV No Injuries in Crash,4148,141.94136347,0,None Noted
202304798424,2,51,51,10,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",1,Urban Area,10,Stratum 10 - Other,1080,225.61733966,0,None Noted
202304798432,2,63,63,16,3,"South (MD, DE, DC, WV, VA, KY, TN, NC, SC, GA, FL, AL, MS, LA, AR, OK, TX)",2,Rural Area,10,Stratum 10 - Other,4135,216.81106297,0,None Noted
